RespondentID,Country,Gender,Years_Of_Education,Anti-immigrant_Attitudes,Voted_Party
3420,Finland,female,18,3,TNCP
3421,Finland,female,19,4,TNCP6
3422,Finland,male,19,2,TNCP6
3423,Finland,male,14,5,TF
3424,Finland,male,12,0,TCP
3425,Finland,male,24,4,TNCP
3426,Finland,male,23,4,TNCP7
3427,Finland,female,25,3,TNCP7
3428,Finland,female,15,2,TNCP7
3429,Finland,male,15,4,TNCP7
3430,Finland,female,8,3,TNCP7
3431,Finland,male,17,5,TNCP
3432,Finland,male,11,5,TCP
3433,Finland,female,17,2,TNCP6
3434,Finland,female,23,4,TNCP6
3435,Finland,female,13,5,TNCP7
3436,Finland,female,17,1,TNCP7
3437,Finland,male,12,5,TCP
3438,Finland,male,10,8,TNCP
3439,Finland,female,16,5,TNCP8
3440,Finland,female,18,3,TNCP8
3441,Finland,female,8,6,TNCP7
3442,Finland,female,14,6,TNCP
3443,Finland,male,12,9,TNCP
3444,Finland,male,17,5,TNCP6
3445,Finland,female,9,9,TNCP8
3446,Finland,female,18,2,TNCP8
3447,Finland,female,10,10,TF
3448,Finland,female,20,1,TNCP6
3449,Finland,female,10,5,TNCP8
3450,Finland,male,12,6,TCP
3451,Finland,female,12,6,TNCP7
3452,Finland,female,20,3,TNCP6
3453,Finland,female,17,3,TNCP
3454,Finland,female,14,6,TNCP6
3455,Finland,male,16,5,TF
3456,Finland,female,16,2,TNCP7
3457,Finland,male,16,5,TNCP
3458,Finland,male,12,6,TNCP7
3459,Finland,female,20,4,TCP
3460,Finland,female,17,5,TNCP8
3461,Finland,female,12,3,TCP
3462,Finland,female,13,4,TNCP7
3463,Finland,female,12,2,TNCP
3464,Finland,female,23,4,TNCP7
3465,Finland,male,20,0,TNCP8
3466,Finland,female,10,4,TNCP7
3467,Finland,male,12,4,TCP
3468,Finland,male,8,6,TCP
3469,Finland,male,14,3,TNCP
3470,Finland,male,21,2,TNCP6
3471,Finland,female,13,5,TNCP7
3472,Finland,female,8,9,TNCP7
3473,Finland,male,16,5,TNCP7
3474,Finland,female,10,3,TNCP7
3475,Finland,female,12,2,TNCP
3476,Finland,female,16,2,TNCP7
3477,Finland,female,20,0,TNCP6
3478,Finland,male,18,3,TNCP
3479,Finland,male,18,5,TNCP
3480,Finland,male,18,2,TNCP
3481,Finland,female,11,7,TF
3482,Finland,male,19,2,TNCP6
3483,Finland,female,10,8,TF
3484,Finland,male,18,5,TNCP7
3485,Finland,female,8,4,TNCP6
3486,Finland,female,17,1,TNCP
3487,Finland,female,13,5,TNCP7
3488,Finland,male,15,5,TNCP
3489,Finland,female,16,4,TF
3490,Finland,male,20,0,TNCP6
3491,Finland,male,12,4,TNCP8
3492,Finland,male,8,3,TNCP7
3493,Finland,male,25,3,TNCP
3494,Finland,male,9,3,TNCP
3495,Finland,female,15,0,TNCP6
3496,Finland,female,10,6,TNCP
3497,Finland,female,15,3,TNCP8
3498,Finland,male,12,2,TNCP
3499,Finland,female,17,0,TNCP6
3500,Finland,male,17,5,TNCP7
3501,Finland,female,14,4,TCP
3502,Finland,male,18,7,TF
3503,Finland,female,16,5,TCP
3504,Finland,male,8,4,TNCP7
3505,Finland,male,12,3,TCP
3506,Finland,male,17,5,TNCP
3507,Finland,male,12,4,TNCP7
3508,Finland,male,8,2,TCP
3509,Finland,male,8,4,TNCP7
3510,Finland,male,18,2,TNCP7
3511,Finland,male,20,3,TNCP
3512,Finland,female,17,5,TCP
3513,Finland,female,12,2,TNCP6
3514,Finland,male,11,5,TCP
3515,Finland,female,20,1,TNCP6
3516,Finland,female,18,3,TCP
3517,Finland,female,12,5,TCP
3518,Finland,male,15,1,TNCP6
3519,Finland,male,12,6,TF
3520,Finland,female,20,3,TNCP
3521,Finland,female,12,4,TF
3522,Finland,male,11,8,TF
3523,Finland,male,12,6,TCP
3524,Finland,female,14,5,TNCP7
3525,Finland,female,12,5,TF
3526,Finland,male,9,10,TF
3527,Finland,male,20,7,TNCP
3528,Finland,female,16,5,TNCP
3529,Finland,female,21,2,TNCP7
3530,Finland,male,20,8,TNCP7
3531,Finland,male,11,1,TNCP8
3532,Finland,female,17,3,TNCP7
3533,Finland,female,13,5,TNCP7
3534,Finland,male,19,5,TNCP8
3535,Finland,female,20,3,TNCP7
3536,Finland,female,16,5,TNCP7
3537,Finland,male,14,3,TNCP
3538,Finland,male,17,6,TF
3539,Finland,male,15,10,TF
3540,Finland,male,11,3,TNCP
3541,Finland,female,15,3,TNCP7
3542,Finland,female,21,5,TNCP6
3543,Finland,male,8,5,TNCP7
3544,Finland,female,19,0,TNCP8
3545,Finland,male,7,5,TCP
3546,Finland,female,14,1,TCP
3547,Finland,male,11,7,TCP
3548,Finland,female,17,2,TNCP7
3549,Finland,male,11,1,TNCP8
3550,Finland,male,7,10,TNCP
3551,Finland,male,7,6,TNCP8
3552,Finland,female,14,4,TCP
3553,Finland,male,17,1,TNCP6
3554,Finland,male,12,4,TCP
3555,Finland,male,10,5,TCP
3556,Finland,female,8,5,TNCP7
3557,Finland,female,8,7,TCP
3558,Finland,female,16,5,TCP
3559,Finland,female,15,3,TNCP7
3560,Finland,male,17,7,TF
3561,Finland,female,21,5,TNCP
3562,Finland,female,17,6,TF
3563,Finland,male,21,5,TNCP
3564,Finland,male,9,5,TNCP7
3565,Finland,female,16,5,TNCP6
3566,Finland,female,12,2,TCP
3567,Finland,female,13,4,TNCP7
3568,Finland,female,11,1,TNCP6
3569,Finland,female,17,5,TNCP
3570,Finland,male,9,3,TF
3571,Finland,female,18,5,TNCP6
3572,Finland,female,10,3,TCP
3573,Finland,female,12,3,TCP
3574,Finland,female,19,4,TNCP6
3575,Finland,female,17,5,TNCP
3576,Finland,male,12,5,TNCP
3577,Finland,male,8,5,TNCP7
3578,Finland,female,20,3,TNCP6
3579,Finland,male,19,9,TNCP
3580,Finland,male,19,5,TF
3581,Finland,female,15,3,TNCP7
3582,Finland,male,16,5,TNCP
3583,Finland,male,18,0,TNCP6
3584,Finland,male,21,3,TNCP
3585,Finland,male,10,5,TNCP8
3586,Finland,female,14,5,TCP
3587,Finland,female,18,3,TNCP8
3588,Finland,male,21,5,TCP
3589,Finland,female,25,4,TNCP
3590,Finland,female,12,5,TNCP8
3591,Finland,female,9,4,TNCP7
3592,Finland,male,15,1,TNCP
3593,Finland,male,19,3,TNCP8
3594,Finland,female,20,3,TNCP
3595,Finland,female,19,2,TNCP6
3596,Finland,male,10,3,TNCP
3597,Finland,female,15,5,TNCP
3598,Finland,female,16,5,TNCP8
3599,Finland,female,15,8,TF
3600,Finland,female,13,6,TCP
3601,Finland,female,24,3,TCP
3602,Finland,female,16,3,TNCP
3603,Finland,female,12,5,TNCP
3604,Finland,female,17,2,TNCP7
3605,Finland,male,13,3,TCP
3606,Finland,female,20,5,TNCP7
3607,Finland,female,20,4,TNCP
3608,Finland,female,20,1,TNCP6
3609,Finland,male,8,5,TNCP8
3610,Finland,male,15,1,TNCP7
3611,Finland,female,18,2,TNCP7
3612,Finland,female,11,5,TF
3613,Finland,female,13,4,TNCP7
3614,Finland,female,15,5,TNCP
3615,Finland,male,15,5,TNCP
3616,Finland,female,4,2,TCP
3617,Finland,female,9,4,TCP
3618,Finland,male,20,5,TNCP
3619,Finland,female,16,5,TNCP7
3620,Finland,female,17,10,TF
3621,Finland,male,12,5,TCP
3622,Finland,male,9,2,TCP
3623,Finland,male,14,5,TNCP
3624,Finland,male,15,3,TNCP
3625,Finland,female,15,4,TCP
3626,Finland,male,20,5,TNCP
3627,Finland,female,9,3,TNCP7
3628,Finland,male,12,3,TNCP6
3629,Finland,male,12,7,TNCP
3630,Finland,male,12,5,TF
3631,Finland,female,15,5,TNCP7
3632,Finland,male,17,2,TNCP6
3633,Finland,female,16,2,TNCP
3634,Finland,female,24,2,TNCP7
3635,Finland,female,18,4,TNCP
3636,Finland,female,15,3,TNCP7
3637,Finland,male,8,10,TNCP7
3638,Finland,male,15,5,TNCP7
3639,Finland,female,17,2,TNCP6
3640,Finland,female,15,5,TCP
3641,Finland,male,12,4,TCP
3642,Finland,male,6,3,TCP
3643,Finland,female,16,1,TNCP8
3644,Finland,female,10,4,TNCP
3645,Finland,female,15,5,TNCP7
3646,Finland,female,15,7,TF
3647,Finland,female,13,8,TF
3648,Finland,female,7,5,TNCP
3649,Finland,female,8,4,TCP
3650,Finland,male,9,5,TNCP7
3651,Finland,male,10,4,TNCP
3652,Finland,female,14,4,TNCP7
3653,Finland,male,12,5,TF
3654,Finland,male,21,4,TCP
3655,Finland,male,12,6,TF
3656,Finland,male,14,1,TNCP
3657,Finland,female,12,3,TNCP7
3658,Finland,female,11,6,TNCP7
3659,Finland,male,15,7,TNCP
3660,Finland,male,10,5,TF
3661,Finland,female,22,3,TNCP6
3662,Finland,male,17,5,TCP
3663,Finland,male,16,2,TNCP
3664,Finland,male,10,7,TNCP
3665,Finland,female,9,10,TF
3666,Finland,female,15,6,TF
3667,Finland,female,17,2,TCP
3668,Finland,female,16,10,TF
3669,Finland,female,15,3,TNCP
3670,Finland,male,11,3,TCP
3671,Finland,male,13,2,TNCP8
3672,Finland,male,12,3,TNCP7
3673,Finland,male,15,5,TNCP8
3674,Finland,female,12,3,TCP
3675,Finland,male,9,7,TF
3676,Finland,female,13,5,TCP
3677,Finland,male,17,6,TF
3678,France,male,14,5,FN
3679,France,male,24,3,LREM
3680,France,female,12,5,PSF
3681,France,male,9,5,FN
3682,France,female,10,7,FN
3683,France,male,12,4,LREM
3684,France,male,10,5,LREM
3685,France,female,13,8,FN
3686,France,female,11,6,FN
3687,France,female,8,3,PSF
3688,France,male,17,4,LREM
3689,France,male,13,9,LREM
3690,France,female,12,5,LREM
3691,France,female,12,1,FI
3692,France,male,18,5,LREM
3693,France,female,15,5,LREM
3694,France,male,16,3,LREM
3695,France,female,11,2,LREM
3696,France,female,16,4,LREM
3697,France,male,17,2,PSF
3698,France,male,17,3,PSF
3699,France,male,8,2,PSF
3700,France,male,14,5,LREM
3701,France,male,13,9,FN
3702,France,male,20,7,LREM
3703,France,male,13,4,LREM
3704,France,male,12,9,FN
3705,France,male,7,9,PSF
3706,France,male,23,6,LREM
3707,France,female,19,5,LREM
3708,France,female,14,3,PSF
3709,France,male,5,10,PSF
3710,France,female,15,9,FN
3711,France,male,13,4,LREM
3712,France,male,14,5,LREM
3713,France,male,20,3,PSF
3714,France,female,15,5,LREM
3715,France,male,11,3,PSF
3716,France,male,13,2,FI
3717,France,male,18,5,LREM
3718,France,female,10,5,FN
3719,France,male,20,5,LREM
3720,France,female,11,10,PSF
3721,France,male,15,4,LREM
3722,France,female,14,5,LREM
3723,France,male,15,5,LREM
3724,France,male,13,5,PSF
3725,France,male,11,2,PSF
3726,France,male,9,3,FN
3727,France,male,14,4,LREM
3728,France,female,10,3,FI
3729,France,female,8,3,PSF
3730,France,female,16,3,LREM
3731,France,male,17,2,FI
3732,France,male,7,5,FN
3733,France,male,18,5,FI
3734,France,male,13,5,PSF
3735,France,female,10,8,FN
3736,France,female,15,5,FN
3737,France,female,18,5,LREM
3738,France,male,8,5,PSF
3739,France,male,4,9,LREM
3740,France,female,20,2,LREM
3741,France,female,12,5,LREM
3742,France,male,14,2,LREM
3743,France,male,9,5,PSF
3744,France,male,12,4,LREM
3745,France,male,7,5,FN
3746,France,female,11,5,LREM
3747,France,female,18,2,PSF
3748,France,female,17,5,PSF
3749,France,male,18,3,LREM
3750,France,female,12,3,PSF
3751,France,female,17,5,FN
3752,France,male,12,7,FN
3753,France,male,11,6,LREM
3754,France,female,14,3,LREM
3755,France,female,12,6,FN
3756,France,male,8,10,LREM
3757,France,female,12,2,LREM
3758,France,male,17,8,LREM
3759,France,male,10,5,LREM
3760,France,male,14,4,FN
3761,France,female,15,3,PSF
3762,France,male,19,3,FI
3763,France,female,9,5,LREM
3764,France,female,6,5,PSF
3765,France,female,6,0,FI
3766,France,female,14,4,PSF
3767,France,male,5,3,LREM
3768,France,male,9,5,PSF
3769,France,female,13,9,FN
3770,France,male,11,6,FN
3771,France,female,12,9,FI
3772,France,male,17,2,LREM
3773,France,female,20,1,FI
3774,France,male,2,5,FN
3775,France,female,20,0,FI
3776,France,male,11,5,FN
3777,France,male,16,5,LREM
3778,France,female,16,4,LREM
3779,France,female,19,5,FI
3780,France,female,13,5,FN
3781,France,male,8,5,PSF
3782,France,male,7,9,LREM
3783,France,female,12,5,PSF
3784,France,male,4,5,FN
3785,France,male,13,6,FN
3786,France,male,23,9,FN
3787,France,male,13,3,FI
3788,France,female,8,8,FN
3789,France,male,12,7,PSF
3790,France,male,13,10,FN
3791,France,male,18,3,LREM
3792,France,female,10,6,FN
3793,France,female,12,5,PSF
3794,France,male,19,2,FI
3795,France,male,14,5,LREM
3796,France,male,12,5,LREM
3797,France,male,11,5,FN
3798,France,male,10,9,FN
3799,France,male,9,8,FN
3800,France,female,13,5,LREM
3801,France,male,14,5,FI
3802,France,female,12,5,LREM
3803,France,male,19,5,FN
3804,France,female,14,5,LREM
3805,France,male,15,8,FN
3806,France,male,12,2,PSF
3807,France,female,11,5,FI
3808,France,female,12,5,FN
3809,France,male,15,5,LREM
3810,France,male,14,4,LREM
3811,France,male,8,4,FI
3812,France,male,14,5,PSF
3813,France,female,17,2,PSF
3814,France,male,11,5,FN
3815,France,female,10,4,LREM
3816,France,male,12,5,PSF
3817,France,female,8,10,FN
3818,France,female,9,5,FN
3819,France,female,17,3,PSF
3820,France,male,15,5,PSF
3821,France,male,19,5,FI
3822,France,female,7,5,LREM
3823,France,male,16,5,FI
3824,France,female,17,4,LREM
3825,France,male,8,6,PSF
3826,France,female,11,5,LREM
3827,France,male,10,7,FN
3828,France,male,13,1,LREM
3829,France,female,18,10,LREM
3830,France,male,16,5,PSF
3831,France,male,9,5,PSF
3832,France,male,16,2,PSF
3833,France,male,17,2,FN
3834,France,female,13,7,LREM
3835,France,male,12,5,LREM
3836,France,female,14,1,FI
3837,France,male,10,3,LREM
3838,France,female,15,6,PSF
3839,France,male,15,8,FN
3840,France,male,15,9,FN
3841,France,male,13,5,FN
3842,France,female,7,0,FI
3843,France,male,14,5,LREM
3844,France,male,12,7,LREM
3845,France,male,11,8,FN
3846,France,male,11,2,PSF
3847,France,male,11,9,FN
3848,France,female,13,1,PSF
3849,France,male,17,5,LREM
3850,France,male,11,3,FI
3851,France,male,11,5,LREM
3852,France,female,8,7,LREM
3853,France,female,7,5,PSF
3854,France,male,12,4,FN
3855,France,male,13,6,LREM
3856,France,male,9,5,LREM
3857,France,male,16,5,LREM
3858,France,female,9,5,FN
3859,France,male,15,10,FN
3860,France,male,8,3,PSF
3861,France,female,20,2,FI
3862,France,female,14,6,LREM
3863,France,male,20,9,LREM
3864,France,female,19,5,LREM
3865,France,female,16,2,PSF
3866,France,male,15,5,FI
3867,France,male,12,8,LREM
3868,France,male,11,5,PSF
3869,France,male,15,0,PSF
3870,France,female,11,3,LREM
3871,France,female,12,4,LREM
3872,France,female,11,3,PSF
3873,France,female,14,2,LREM
3874,France,male,17,3,FI
3875,France,male,23,5,FI
3876,France,male,7,3,PSF
3877,France,male,14,5,PSF
3878,France,male,13,5,PSF
3879,France,male,20,0,LREM
3880,France,female,8,10,FN
3881,France,male,12,3,LREM
3882,France,male,17,5,LREM
3883,France,female,18,8,FN
3884,France,female,8,5,LREM
3885,France,female,12,3,LREM
3886,France,male,20,3,PSF
3887,France,female,10,7,LREM
3888,France,female,14,6,PSF
3889,France,male,7,5,LREM
3890,France,male,9,3,LREM
3891,France,female,18,7,LREM
3892,France,male,18,5,PSF
3893,France,male,6,5,FI
3894,France,male,8,5,PSF
3895,France,male,21,4,FI
3896,France,male,8,5,LREM
3897,France,female,15,5,PSF
3898,France,female,14,3,PSF
3899,France,female,17,4,LREM
3900,France,male,11,0,LREM
3901,France,female,19,4,LREM
3902,France,male,20,2,FI
3903,France,female,12,5,LREM
3904,France,male,16,5,LREM
3905,France,male,13,5,FN
3906,France,male,5,7,LREM
3907,France,female,14,3,LREM
3908,France,female,18,5,LREM
3909,France,female,7,6,PSF
3910,France,female,8,8,FN
3911,France,male,17,5,LREM
3912,France,male,7,6,FI
3913,France,female,16,5,FN
3914,France,male,14,5,LREM
3915,France,female,10,6,LREM
3916,France,male,20,5,LREM
3917,France,female,17,4,FI
3918,France,male,18,2,LREM
3919,France,female,10,5,FI
3920,France,male,8,6,LREM
3921,France,male,14,1,PSF
3922,France,female,9,10,FN
3923,France,male,17,3,FI
3924,France,female,14,4,FN
3925,France,male,17,6,LREM
3926,France,female,11,10,FN
3927,France,male,7,5,FN
3928,France,male,17,3,PSF
3929,France,male,11,7,FN
3930,France,female,7,4,LREM
3931,France,male,15,3,FI
3932,France,male,15,5,PSF
3933,France,female,18,5,LREM
3934,France,male,16,4,LREM
3935,France,male,20,6,LREM
3936,France,male,6,8,LREM
3937,France,male,12,8,PSF
3938,France,female,14,5,LREM
3939,France,male,19,4,PSF
3940,France,female,18,3,LREM
3941,France,female,11,4,LREM
3942,France,male,19,1,LREM
3943,France,female,8,4,PSF
3944,France,female,15,4,FI
3945,France,female,15,5,PSF
3946,France,male,15,2,LREM
3947,France,male,7,2,LREM
3948,France,female,16,3,LREM
3949,France,female,12,7,PSF
3950,France,male,11,8,FN
3951,France,female,15,5,PSF
3952,France,female,19,3,PSF
3953,France,female,16,8,FN
3954,France,female,12,6,PSF
3955,France,female,18,2,PSF
3956,France,male,11,5,LREM
3957,France,female,13,5,PSF
3958,France,female,8,8,FN
3959,France,male,12,10,FN
3960,France,female,6,9,LREM
3961,France,female,14,5,PSF
3962,France,male,12,2,PSF
3963,France,male,20,2,LREM
3964,France,female,22,2,PSF
3965,France,male,19,4,LREM
3966,France,male,18,5,LREM
3967,France,male,14,2,PSF
3968,France,female,15,10,LREM
3969,France,female,12,4,PSF
3970,France,male,11,5,LREM
3971,France,female,14,1,PSF
3972,France,male,17,6,LREM
3973,France,male,12,3,PSF
3974,France,female,12,7,PSF
3975,France,female,15,5,LREM
3976,France,male,13,5,PSF
3977,France,female,16,3,FN
3978,France,male,12,8,LREM
3979,France,female,8,5,LREM
3980,France,male,17,4,LREM
3981,France,male,12,5,LREM
3982,France,female,15,6,LREM
3983,France,male,12,5,LREM
3984,France,male,15,4,LREM
3985,France,male,16,2,LREM
3986,France,female,13,3,PSF
3987,France,male,12,5,PSF
3988,France,male,15,5,LREM
3989,France,female,18,4,LREM
3990,France,male,10,2,FI
3991,France,male,14,8,PSF
3992,France,male,17,4,PSF
3993,France,female,15,10,FN
3994,France,female,10,5,PSF
3995,France,female,11,5,FN
3996,France,female,17,0,LREM
3997,France,male,15,5,LREM
3998,France,female,10,8,FN
3999,France,male,13,0,LREM
4000,France,male,11,7,FN
4001,France,female,12,5,PSF
4002,France,male,10,3,PSF
4003,France,male,12,3,LREM
4004,France,male,13,1,PSF
4005,France,male,16,4,LREM
4006,France,female,17,5,FN
4007,France,female,14,2,PSF
4008,France,female,12,3,PSF
4009,France,female,11,9,FN
4010,France,female,16,7,FN
4011,France,female,3,8,FN
4012,France,female,10,6,FN
4013,France,male,16,5,LREM
4014,France,male,12,5,FN
4015,France,female,15,2,PSF
4016,France,male,15,1,PSF
4017,France,male,16,5,FN
4018,France,female,13,5,LREM
4019,France,female,14,6,LREM
4020,France,male,17,5,PSF
4021,France,female,18,2,PSF
4022,France,male,8,5,LREM
4023,France,male,12,5,LREM
4024,France,male,13,5,FN
4025,France,female,14,4,PSF
4026,France,female,14,7,FN
4027,France,female,19,3,PSF
4028,France,male,15,7,FN
4029,France,female,9,10,PSF
4030,France,female,7,10,LREM
4031,France,male,18,5,LREM
4032,France,female,11,0,LREM
4033,France,female,20,3,LREM
4034,France,female,14,4,LREM
4035,France,female,14,5,PSF
4036,France,male,8,5,PSF
4037,France,female,6,3,PSF
4038,France,female,17,2,FI
4039,France,female,15,2,FI
4040,France,female,16,3,PSF
4041,France,female,14,5,FN
4042,France,male,15,5,FI
4043,France,female,13,10,FN
4044,France,female,13,7,FI
4045,France,female,17,2,PSF
4046,France,male,12,5,LREM
4047,France,male,16,1,PSF
4048,France,female,12,6,LREM
4049,France,female,13,8,PSF
4050,France,male,14,5,LREM
4051,France,female,12,6,LREM
4052,France,male,19,4,LREM
4053,France,male,17,4,PSF
4054,France,male,14,5,PSF
4055,France,male,12,2,LREM
4056,France,male,11,8,FN
4057,France,female,10,5,PSF
4058,France,female,22,0,FI
4059,France,female,10,5,LREM
4060,France,female,18,5,LREM
4061,France,male,12,5,LREM
4062,France,female,11,3,LREM
4063,France,male,11,10,PSF
4064,France,male,17,8,FN
4065,France,male,14,3,LREM
4066,France,male,15,5,FN
4067,France,male,17,2,PSF
4068,France,male,18,2,LREM
4069,France,male,15,5,LREM
4070,France,female,12,6,FN
4071,France,female,10,4,PSF
4072,France,male,21,5,LREM
4073,France,female,16,3,PSF
4074,France,female,14,7,FN
4075,France,male,15,2,PSF
4076,France,female,12,5,PSF
4077,France,female,11,8,LREM
4078,France,male,15,4,FI
4079,France,female,17,2,LREM
4080,France,male,19,5,LREM
4081,France,female,18,5,PSF
4082,France,male,8,7,FN
4083,France,female,11,3,LREM
4084,France,female,21,6,LREM
4085,France,male,12,7,FN
4086,France,male,8,7,LREM
4087,France,female,14,10,FN
4088,France,female,10,7,FN
4089,France,male,9,8,FN
4090,France,female,17,3,PSF
4091,France,male,22,5,LREM
4092,France,male,11,5,LREM
4093,France,female,17,4,FN
4094,France,male,15,2,PSF
4095,France,female,15,1,FN
4096,France,male,15,0,FN
4097,France,female,8,5,FN
4098,France,female,12,5,PSF
4099,France,female,20,4,LREM
4100,France,male,17,5,LREM
4101,France,female,13,5,PSF
4102,France,male,12,8,LREM
4103,France,male,14,6,PSF
4104,France,female,15,10,FN
4105,France,male,15,5,PSF
4106,France,female,10,2,LREM
4107,France,male,16,5,PSF
4108,France,female,17,8,FN
4109,France,male,15,5,LREM
4110,France,female,11,4,LREM
4111,France,male,15,5,LREM
4112,France,female,12,7,PSF
4113,France,female,7,7,LREM
4114,France,female,10,5,LREM
4115,France,female,11,9,PSF
4116,France,female,14,4,LREM
4117,France,male,18,3,LREM
4118,France,female,9,5,FN
4119,France,female,16,5,FN
4120,France,female,17,6,LREM
4121,France,male,12,6,PSF
4122,France,female,12,4,LREM
4123,France,male,13,5,PSF
4124,France,female,19,6,LREM
4125,France,male,18,3,LREM
4126,France,female,9,8,LREM
4127,France,male,13,6,LREM
4128,France,female,8,5,LREM
4129,France,male,22,3,LREM
4130,France,male,14,5,LREM
4131,France,male,12,10,FN
4132,France,female,16,5,LREM
4133,France,female,12,4,LREM
4134,France,male,16,5,LREM
4135,France,male,11,5,LREM
4136,France,female,12,4,PSF
4137,France,female,12,9,FN
4138,France,female,7,5,PSF
4139,France,male,11,10,FN
4140,France,female,14,2,PSF
4141,France,female,15,1,LREM
4142,France,male,14,2,LREM
4143,France,male,17,6,LREM
4144,France,male,19,4,LREM
4145,France,female,9,2,FI
4146,France,male,15,8,LREM
4147,France,female,20,1,FI
4148,France,female,11,7,PSF
4149,France,female,12,5,LREM
4150,France,female,17,5,LREM
4151,France,male,17,2,LREM
4152,France,male,16,1,PSF
4153,France,male,17,3,LREM
4154,France,male,14,6,LREM
4155,France,female,12,3,LREM
4156,France,female,9,1,FN
4157,France,female,20,4,LREM
4158,France,male,12,5,PSF
4159,France,male,13,5,LREM
4160,France,male,13,2,PSF
4161,France,male,9,5,LREM
4162,France,female,17,6,LREM
4163,France,female,12,8,FN
4164,France,female,11,7,LREM
4165,France,male,19,8,LREM
4166,France,male,11,9,FN
4167,France,male,17,8,LREM
4168,France,female,21,3,PSF
4169,France,female,11,5,FN
4170,France,female,15,5,LREM
4171,France,female,17,1,PSF
4172,France,male,16,5,PSF
4173,France,male,16,7,PSF
4174,France,female,17,5,LREM
4175,France,male,10,5,FI
4176,Germany,male,13,6,CDU
4177,Germany,male,15,5,SPD
4178,Germany,male,17,5,SPD
4179,Germany,male,19,5,GREENS
4180,Germany,male,16,3,SPD
4181,Germany,male,21,5,SPD
4182,Germany,female,18,4,CDU
4183,Germany,male,14,2,FDP
4184,Germany,female,2,9,CDU
4185,Germany,female,12,5,GREENS
4186,Germany,male,15,7,FDP
4187,Germany,male,24,2,SPD
4188,Germany,female,17,2,GREENS
4189,Germany,male,16,4,CDU
4190,Germany,male,13,2,SPD
4191,Germany,female,11,10,CDU
4192,Germany,male,9,5,CDU
4193,Germany,female,20,3,FDP
4194,Germany,male,16,6,FDP
4195,Germany,male,14,8,SPD
4196,Germany,male,13,5,FDP
4197,Germany,male,15,2,GREENS
4198,Germany,female,14,4,TL
4199,Germany,female,12,6,SPD
4200,Germany,male,20,2,CDU
4201,Germany,female,12,7,CDU
4202,Germany,female,16,5,CDU
4203,Germany,male,13,8,CDU
4204,Germany,male,12,5,TL
4205,Germany,female,11,4,SPD
4206,Germany,male,15,5,SPD
4207,Germany,female,18,5,SPD
4208,Germany,female,13,5,SPD
4209,Germany,female,13,5,SPD
4210,Germany,female,19,5,GREENS
4211,Germany,male,11,8,CDU
4212,Germany,female,15,2,SPD
4213,Germany,male,14,2,FDP
4214,Germany,female,12,5,CDU
4215,Germany,female,14,5,GREENS
4216,Germany,female,19,4,GREENS
4217,Germany,female,17,7,CDU
4218,Germany,female,13,8,TL
4219,Germany,male,10,3,TL
4220,Germany,female,14,6,FDP
4221,Germany,male,20,3,GREENS
4222,Germany,female,16,6,FDP
4223,Germany,female,10,5,SPD
4224,Germany,male,10,7,SPD
4225,Germany,female,17,3,GREENS
4226,Germany,female,16,2,GREENS
4227,Germany,male,19,2,CDU
4228,Germany,male,9,4,CDU
4229,Germany,male,12,10,SPD
4230,Germany,female,14,5,CDU
4231,Germany,female,13,5,TL
4232,Germany,male,12,5,CDU
4233,Germany,female,12,8,SPD
4234,Germany,female,12,5,CDU
4235,Germany,female,13,5,CDU
4236,Germany,male,15,5,SPD
4237,Germany,male,18,3,TL
4238,Germany,male,13,6,SPD
4239,Germany,male,12,3,SPD
4240,Germany,female,19,4,SPD
4241,Germany,female,18,2,FDP
4242,Germany,female,17,5,TL
4243,Germany,female,20,2,GREENS
4244,Germany,female,17,5,SPD
4245,Germany,female,12,0,SPD
4246,Germany,male,11,5,SPD
4247,Germany,female,11,7,CDU
4248,Germany,male,15,10,TL
4249,Germany,female,25,7,CDU
4250,Germany,male,16,5,TL
4251,Germany,female,11,3,GREENS
4252,Germany,female,14,1,FDP
4253,Germany,female,15,0,GREENS
4254,Germany,female,11,5,SPD
4255,Germany,male,17,4,CDU
4256,Germany,male,16,5,SPD
4257,Germany,male,13,2,SPD
4258,Germany,male,17,10,FDP
4259,Germany,female,11,5,SPD
4260,Germany,female,20,6,CDU
4261,Germany,female,19,5,SPD
4262,Germany,male,18,5,SPD
4263,Germany,male,13,3,FDP
4264,Germany,male,12,0,SPD
4265,Germany,female,16,5,CDU
4266,Germany,male,23,0,TL
4267,Germany,male,18,5,CDU
4268,Germany,female,14,8,GREENS
4269,Germany,female,18,0,TL
4270,Germany,female,12,5,SPD
4271,Germany,female,20,2,SPD
4272,Germany,female,12,6,CDU
4273,Germany,male,18,3,GREENS
4274,Germany,male,15,5,CDU
4275,Germany,female,20,4,SPD
4276,Germany,female,19,0,GREENS
4277,Germany,female,5,5,FDP
4278,Germany,female,6,9,SPD
4279,Germany,female,13,3,SPD
4280,Germany,female,14,5,CDU
4281,Germany,female,14,0,SPD
4282,Germany,female,20,6,GREENS
4283,Germany,male,13,7,FDP
4284,Germany,female,11,8,CDU
4285,Germany,male,9,5,SPD
4286,Germany,male,19,3,SPD
4287,Germany,male,18,9,CDU
4288,Germany,female,19,2,GREENS
4289,Germany,male,14,5,FDP
4290,Germany,male,18,7,SPD
4291,Germany,male,11,5,CDU
