RespondentID,Country,Gender,Years_Of_Education,Anti-immigrant_Attitudes,Voted_Party
11959,Hungary,male,11,5,FMPP
11960,Hungary,male,11,7,FMPP
11961,Hungary,male,11,8,DK
11962,Hungary,male,11,7,DK
11963,Hungary,male,11,5,MSZP
11964,Hungary,female,11,4,FMPP
11965,Hungary,female,12,4,JMM
11966,Hungary,male,17,7,JMM
11967,Hungary,male,12,5,FMPP
11968,Hungary,male,12,5,JMM
11969,Hungary,male,6,4,FMPP
11970,Hungary,female,12,5,DK
11971,Hungary,male,11,5,FMPP
11972,Hungary,male,11,6,FMPP
11973,Hungary,female,12,9,FMPP
11974,Hungary,male,11,6,FMPP
11975,Hungary,female,16,7,FMPP
11976,Hungary,male,11,7,JMM
11977,Hungary,female,12,7,FMPP
11978,Hungary,female,8,5,FMPP
11979,Hungary,female,12,4,FMPP
11980,Hungary,female,16,5,FMPP
11981,Hungary,female,23,6,LMP
11982,Hungary,female,8,7,JMM
11983,Hungary,male,11,7,DK
11984,Hungary,female,17,4,DK
11985,Hungary,female,12,3,MSZP
11986,Hungary,male,20,3,DK
11987,Hungary,female,16,4,DK
11988,Hungary,male,11,7,JMM
11989,Hungary,male,11,7,JMM
11990,Hungary,female,16,6,FMPP
11991,Hungary,male,11,5,FMPP
11992,Hungary,female,11,4,FMPP
11993,Hungary,male,13,8,JMM
11994,Hungary,female,12,3,DK
11995,Hungary,female,12,5,LMP
11996,Hungary,female,8,8,FMPP
11997,Hungary,female,7,5,DK
11998,Hungary,female,14,5,DK
11999,Hungary,female,19,5,MSZP
12000,Hungary,male,17,7,FMPP
12001,Hungary,male,17,7,FMPP
12002,Hungary,female,12,8,FMPP
12003,Hungary,male,11,7,JMM
12004,Hungary,female,8,3,MSZP
12005,Hungary,male,12,9,FMPP
12006,Hungary,male,11,5,MSZP
12007,Hungary,female,6,5,DK
12008,Hungary,female,11,5,MSZP
12009,Hungary,female,8,3,MSZP
12010,Hungary,female,12,10,FMPP
12011,Hungary,female,8,8,FMPP
12012,Hungary,male,11,5,FMPP
12013,Hungary,female,15,2,FMPP
12014,Hungary,female,18,5,LMP
12015,Hungary,male,14,8,JMM
12016,Hungary,male,16,10,FMPP
12017,Hungary,female,15,9,JMM
12018,Hungary,female,11,2,JMM
12019,Hungary,female,8,10,FMPP
12020,Hungary,male,12,5,JMM
12021,Hungary,male,12,10,DK
12022,Hungary,female,17,6,FMPP
12023,Hungary,female,12,3,FMPP
12024,Hungary,female,17,3,MSZP
12025,Hungary,female,12,8,LMP
12026,Hungary,female,11,2,JMM
12027,Hungary,male,19,7,JMM
12028,Hungary,male,17,5,FMPP
12029,Hungary,female,11,2,FMPP
12030,Hungary,male,12,5,MSZP
12031,Hungary,female,12,9,FMPP
12032,Hungary,female,14,5,FMPP
12033,Hungary,male,10,4,FMPP
12034,Hungary,male,8,8,FMPP
12035,Hungary,female,8,10,KDNP
12036,Hungary,male,11,5,FMPP
12037,Hungary,female,12,10,FMPP
12038,Hungary,female,12,5,FMPP
12039,Hungary,female,11,8,FMPP
12040,Hungary,female,12,2,MSZP
12041,Hungary,female,16,5,FMPP
12042,Hungary,female,12,7,FMPP
12043,Hungary,female,8,7,FMPP
12044,Hungary,female,8,9,DK
12045,Hungary,female,12,3,LMP
12046,Hungary,female,12,6,LMP
12047,Hungary,male,23,6,FMPP
12048,Hungary,female,12,4,DK
12049,Hungary,female,2,10,FMPP
12050,Hungary,female,11,5,DK
12051,Hungary,female,16,5,JMM
12052,Hungary,female,11,6,DK
12053,Hungary,female,11,5,FMPP
12054,Hungary,female,8,10,FMPP
12055,Hungary,male,11,5,FMPP
12056,Hungary,female,12,7,FMPP
12057,Hungary,female,17,7,FMPP
12058,Hungary,female,12,2,FMPP
12059,Hungary,female,8,10,FMPP
12060,Hungary,female,18,5,DK
12061,Hungary,male,11,6,FMPP
12062,Hungary,female,11,5,FMPP
12063,Hungary,female,11,5,FMPP
12064,Hungary,female,11,4,MSZP
12065,Hungary,female,16,7,FMPP
12066,Hungary,male,8,4,DK
12067,Hungary,female,8,8,FMPP
12068,Hungary,female,11,8,FMPP
12069,Hungary,male,11,6,FMPP
12070,Hungary,female,14,4,JMM
12071,Hungary,female,10,4,FMPP
12072,Hungary,female,12,5,LMP
12073,Hungary,male,11,6,FMPP
12074,Hungary,female,8,5,FMPP
12075,Hungary,female,11,4,MSZP
12076,Hungary,male,11,6,DK
12077,Hungary,female,15,5,FMPP
12078,Hungary,female,12,5,FMPP
12079,Hungary,male,17,5,FMPP
12080,Hungary,female,8,5,FMPP
12081,Hungary,female,12,3,FMPP
12082,Hungary,female,12,6,MSZP
12083,Hungary,female,13,4,MSZP
12084,Hungary,female,11,5,FMPP
12085,Hungary,male,12,10,DK
12086,Hungary,female,8,5,FMPP
12087,Hungary,female,11,10,JMM
12088,Hungary,female,12,8,FMPP
12089,Hungary,male,17,10,JMM
12090,Hungary,female,16,5,FMPP
12091,Hungary,female,11,5,DK
12092,Hungary,female,11,6,FMPP
12093,Hungary,female,12,5,FMPP
12094,Hungary,female,16,5,MSZP
12095,Hungary,female,12,7,KDNP
12096,Hungary,female,11,7,FMPP
12097,Hungary,female,11,6,JMM
12098,Hungary,male,11,5,FMPP
12099,Hungary,female,12,5,FMPP
12100,Hungary,female,12,5,FMPP
12101,Hungary,female,15,6,DK
12102,Hungary,male,11,7,DK
12103,Hungary,female,12,5,FMPP
12104,Hungary,female,12,7,FMPP
12105,Hungary,male,11,5,FMPP
12106,Hungary,male,11,6,FMPP
12107,Hungary,male,11,2,FMPP
12108,Hungary,female,8,4,DK
12109,Hungary,male,10,4,JMM
12110,Hungary,female,11,8,FMPP
12111,Hungary,female,8,8,FMPP
12112,Hungary,female,8,5,FMPP
12113,Hungary,female,14,9,DK
12114,Hungary,female,7,6,JMM
12115,Hungary,female,16,4,FMPP
12116,Hungary,female,8,7,FMPP
12117,Hungary,female,8,3,DK
12118,Hungary,female,14,5,FMPP
12119,Hungary,female,19,5,FMPP
12120,Hungary,female,12,4,FMPP
12121,Hungary,female,16,4,LMP
12122,Hungary,female,12,4,FMPP
12123,Hungary,male,10,10,FMPP
12124,Hungary,female,11,1,FMPP
12125,Hungary,female,16,4,FMPP
12126,Hungary,female,16,5,FMPP
12127,Hungary,female,12,8,FMPP
12128,Hungary,male,11,8,FMPP
12129,Hungary,female,18,5,JMM
12130,Hungary,male,16,5,FMPP
12131,Hungary,male,12,8,FMPP
12132,Hungary,male,12,6,FMPP
12133,Hungary,female,8,6,FMPP
12134,Hungary,male,11,6,JMM
12135,Hungary,male,12,8,FMPP
12136,Hungary,female,8,7,FMPP
12137,Hungary,male,16,5,FMPP
12138,Hungary,female,14,6,DK
12139,Hungary,female,16,5,LMP
12140,Hungary,female,12,3,FMPP
12141,Hungary,male,12,5,JMM
12142,Hungary,male,14,5,JMM
12143,Hungary,female,12,4,MSZP
12144,Hungary,male,11,10,DK
12145,Hungary,male,14,8,FMPP
12146,Hungary,female,12,4,DK
12147,Hungary,male,11,7,FMPP
12148,Hungary,male,16,5,MSZP
12149,Hungary,female,11,7,LMP
12150,Hungary,female,15,5,MSZP
12151,Hungary,male,17,5,FMPP
12152,Hungary,female,12,3,FMPP
12153,Hungary,female,8,7,MSZP
12154,Hungary,male,12,10,FMPP
12155,Hungary,male,11,2,FMPP
12156,Hungary,female,12,4,FMPP
12157,Hungary,male,14,8,JMM
12158,Hungary,female,19,9,FMPP
12159,Hungary,male,16,6,FMPP
12160,Hungary,female,12,6,DK
12161,Hungary,female,12,5,DK
12162,Hungary,male,11,10,FMPP
12163,Hungary,female,8,6,FMPP
12164,Hungary,male,17,6,JMM
12165,Hungary,male,11,4,JMM
12166,Hungary,female,11,7,FMPP
12167,Hungary,male,8,10,FMPP
12168,Hungary,female,11,9,FMPP
12169,Hungary,female,12,8,FMPP
12170,Hungary,female,12,7,FMPP
12171,Hungary,male,11,7,FMPP
12172,Hungary,female,12,9,FMPP
12173,Hungary,female,11,9,DK
12174,Hungary,female,4,8,FMPP
12175,Hungary,male,8,6,DK
12176,Hungary,male,11,9,JMM
12177,Hungary,female,12,6,FMPP
12178,Hungary,female,17,5,FMPP
12179,Hungary,female,12,8,MSZP
12180,Hungary,female,12,5,FMPP
12181,Hungary,male,8,8,DK
12182,Hungary,female,11,5,MSZP
12183,Hungary,male,14,5,FMPP
12184,Hungary,male,16,7,DK
12185,Hungary,female,17,5,JMM
12186,Hungary,female,15,9,MSZP
12187,Hungary,male,8,5,MSZP
12188,Hungary,male,12,7,FMPP
12189,Hungary,female,11,6,FMPP
12190,Hungary,male,17,4,MSZP
12191,Hungary,female,16,5,MSZP
12192,Hungary,female,17,6,FMPP
12193,Hungary,male,11,3,DK
12194,Hungary,female,11,3,FMPP
12195,Hungary,male,12,5,FMPP
12196,Hungary,female,16,5,FMPP
12197,Hungary,male,11,9,FMPP
12198,Hungary,male,11,6,FMPP
12199,Hungary,female,12,10,FMPP
12200,Hungary,female,16,1,FMPP
12201,Hungary,female,16,5,FMPP
12202,Hungary,female,12,7,FMPP
12203,Hungary,female,11,10,DK
12204,Hungary,female,12,6,FMPP
12205,Hungary,female,13,5,LMP
12206,Hungary,female,8,6,FMPP
12207,Hungary,male,15,5,FMPP
12208,Hungary,female,8,4,FMPP
12209,Hungary,male,16,7,FMPP
12210,Hungary,male,11,5,FMPP
12211,Hungary,male,16,10,FMPP
12212,Hungary,female,13,5,JMM
12213,Hungary,female,12,8,JMM
12214,Hungary,female,6,8,FMPP
12215,Hungary,male,12,6,FMPP
12216,Hungary,female,10,2,FMPP
12217,Hungary,female,11,6,FMPP
12218,Hungary,female,15,7,DK
12219,Hungary,female,11,9,FMPP
12220,Hungary,female,11,8,FMPP
12221,Hungary,female,11,8,FMPP
12222,Hungary,male,18,4,MSZP
12223,Hungary,male,11,6,FMPP
12224,Hungary,female,16,4,FMPP
12225,Hungary,male,11,5,FMPP
12226,Hungary,female,16,5,MSZP
12227,Hungary,female,16,9,FMPP
12228,Hungary,female,8,9,FMPP
12229,Hungary,male,11,5,FMPP
12230,Hungary,female,8,7,FMPP
12231,Hungary,female,16,5,FMPP
12232,Hungary,male,11,6,JMM
12233,Hungary,female,12,5,MSZP
12234,Hungary,female,8,9,FMPP
12235,Hungary,female,14,5,FMPP
12236,Hungary,female,12,5,FMPP
12237,Hungary,female,12,5,LMP
12238,Hungary,male,18,6,FMPP
12239,Hungary,male,16,8,DK
12240,Hungary,female,11,6,JMM
12241,Hungary,female,8,5,DK
12242,Italy,male,13,5,LEGA
12243,Italy,male,18,2,PD
12244,Italy,male,18,8,LEGA
12245,Italy,female,8,10,PD
12246,Italy,male,22,3,M5V
12247,Italy,male,11,5,LEGA
12248,Italy,female,5,6,FRATELLI
12249,Italy,male,8,7,PD
12250,Italy,female,14,3,M5V
12251,Italy,female,13,5,LEGA
12252,Italy,female,13,2,FORZA
12253,Italy,male,13,7,FRATELLI
12254,Italy,female,13,6,FRATELLI
12255,Italy,female,13,6,M5V
12256,Italy,male,14,7,FRATELLI
12257,Italy,male,8,0,M5V
12258,Italy,male,17,10,LEGA
12259,Italy,female,18,3,FRATELLI
12260,Italy,female,17,5,M5V
12261,Italy,male,14,6,LEGA
12262,Italy,male,18,1,PD
12263,Italy,female,13,5,FORZA
12264,Italy,female,8,5,PD
12265,Italy,female,8,9,FRATELLI
12266,Italy,female,5,4,PD
12267,Italy,female,15,1,PD
12268,Italy,male,13,5,LEGA
12269,Italy,male,11,5,M5V
12270,Italy,female,13,9,PD
12271,Italy,female,13,5,PD
12272,Italy,male,18,6,FRATELLI
12273,Italy,male,17,7,M5V
12274,Italy,male,8,5,PD
12275,Italy,male,19,7,LEGA
12276,Italy,female,14,6,M5V
12277,Italy,male,13,7,LEGA
12278,Italy,male,10,5,LEGA
12279,Italy,female,13,3,PD
12280,Italy,female,8,10,FRATELLI
12281,Italy,female,10,6,FRATELLI
12282,Italy,male,14,6,FRATELLI
12283,Italy,female,8,10,M5V
12284,Italy,female,13,6,LEGA
12285,Italy,male,13,2,LEGA
12286,Italy,female,13,9,PD
12287,Italy,female,18,5,FORZA
12288,Italy,male,14,10,M5V
12289,Italy,female,8,3,LEGA
12290,Italy,female,16,5,PD
12291,Italy,female,6,2,LEGA
12292,Italy,male,13,3,PD
12293,Italy,male,13,9,FRATELLI
12294,Italy,male,13,10,FRATELLI
12295,Italy,male,9,7,M5V
12296,Italy,male,17,5,PD
12297,Italy,male,8,10,FORZA
12298,Italy,female,8,7,LEGA
12299,Italy,male,13,5,M5V
12300,Italy,female,8,3,LEGA
12301,Italy,male,8,7,PD
12302,Italy,male,8,5,PD
12303,Italy,female,19,4,PD
12304,Italy,male,13,4,FRATELLI
12305,Italy,female,18,5,PD
12306,Italy,female,5,8,PD
12307,Italy,male,8,5,M5V
12308,Italy,female,19,2,PD
12309,Italy,female,14,8,LEGA
12310,Italy,male,16,6,LEGA
12311,Italy,female,20,8,PD
12312,Italy,male,13,2,PD
12313,Italy,female,15,7,LEGA
12314,Italy,female,16,5,M5V
12315,Italy,female,18,5,LEGA
12316,Italy,female,8,5,PD
12317,Italy,female,8,6,FORZA
12318,Italy,male,18,6,M5V
12319,Italy,female,8,7,M5V
12320,Italy,female,13,9,FRATELLI
12321,Italy,female,18,3,M5V
12322,Italy,female,13,5,M5V
12323,Italy,male,13,7,FORZA
12324,Italy,male,19,6,FRATELLI
12325,Italy,male,11,5,PD
12326,Italy,male,15,4,PD
12327,Italy,male,8,6,LEGA
12328,Italy,female,5,9,FORZA
12329,Italy,male,8,7,LEGA
12330,Italy,male,13,3,M5V
12331,Italy,male,13,4,PD
12332,Italy,female,10,6,LEGA
12333,Italy,female,14,5,PD
12334,Italy,female,13,6,FORZA
12335,Italy,male,8,7,LEGA
12336,Italy,male,8,5,PD
12337,Italy,female,5,8,PD
12338,Italy,female,13,10,LEGA
12339,Italy,male,8,5,PD
12340,Italy,female,13,8,LEGA
12341,Italy,male,19,7,FORZA
12342,Italy,male,16,6,PD
12343,Italy,female,18,6,FRATELLI
12344,Italy,male,19,4,M5V
12345,Italy,male,11,5,FORZA
12346,Italy,female,17,4,M5V
12347,Italy,male,11,5,FORZA
12348,Italy,female,14,0,PD
12349,Italy,female,20,6,M5V
12350,Italy,female,14,7,PD
12351,Italy,male,10,4,FORZA
12352,Italy,female,13,4,PD
12353,Italy,male,13,5,FRATELLI
12354,Italy,female,13,5,FRATELLI
12355,Italy,female,12,5,FORZA
12356,Italy,male,15,5,FORZA
12357,Italy,male,8,4,PD
12358,Italy,female,11,7,M5V
12359,Italy,male,8,5,PD
12360,Italy,male,18,2,PD
12361,Italy,male,18,3,LEGA
12362,Italy,male,17,1,PD
12363,Italy,male,13,4,M5V
12364,Italy,female,8,3,PD
12365,Italy,female,13,5,PD
12366,Italy,male,13,8,FORZA
12367,Italy,male,13,0,M5V
12368,Italy,male,17,4,PD
12369,Italy,female,14,5,PD
12370,Italy,male,18,2,PD
12371,Italy,male,15,10,LEGA
12372,Italy,male,11,7,FORZA
12373,Italy,male,13,5,M5V
12374,Italy,male,14,7,FORZA
12375,Italy,male,14,7,PD
12376,Italy,female,13,4,PD
12377,Italy,female,13,6,FORZA
12378,Italy,male,14,8,FORZA
12379,Italy,female,24,7,PD
12380,Italy,female,9,5,PD
12381,Italy,female,4,6,M5V
12382,Italy,male,17,4,M5V
12383,Italy,male,11,6,FRATELLI
12384,Italy,female,12,5,PD
12385,Italy,female,13,6,LEGA
12386,Italy,female,13,9,M5V
12387,Italy,female,13,5,M5V
12388,Italy,male,21,5,PD
12389,Italy,male,13,10,LEGA
12390,Italy,male,17,5,PD
12391,Italy,female,8,4,PD
12392,Italy,female,16,4,PD
12393,Italy,female,8,5,LEGA
12394,Italy,male,18,5,M5V
12395,Italy,male,13,5,M5V
12396,Italy,male,19,6,LEGA
12397,Italy,female,5,6,PD
12398,Italy,female,13,8,LEGA
12399,Italy,female,14,7,LEGA
12400,Italy,male,18,9,LEGA
12401,Italy,male,15,9,PD
12402,Italy,male,14,1,M5V
12403,Italy,female,10,5,M5V
12404,Italy,male,13,9,PD
12405,Italy,female,9,7,LEGA
12406,Italy,male,12,4,PD
12407,Italy,male,13,4,M5V
12408,Italy,female,13,7,M5V
12409,Italy,male,10,5,FORZA
12410,Italy,female,13,5,M5V
12411,Italy,male,19,6,FORZA
12412,Italy,male,13,6,FRATELLI
12413,Italy,male,13,7,M5V
12414,Italy,male,16,2,PD
12415,Italy,male,19,5,M5V
12416,Italy,female,18,5,PD
12417,Italy,male,18,6,FRATELLI
12418,Italy,female,5,8,M5V
12419,Italy,female,13,5,FRATELLI
12420,Italy,male,8,3,PD
12421,Italy,male,12,5,LEGA
12422,Italy,male,12,7,LEGA
12423,Italy,male,5,5,M5V
12424,Italy,female,13,2,PD
12425,Italy,male,20,5,PD
12426,Italy,female,15,5,FRATELLI
12427,Italy,female,18,3,PD
12428,Italy,male,8,7,PD
12429,Italy,female,8,0,M5V
12430,Italy,male,15,3,M5V
12431,Italy,female,9,8,M5V
12432,Italy,female,13,4,PD
12433,Italy,female,8,9,FORZA
12434,Italy,female,18,10,LEGA
12435,Italy,male,8,5,LEGA
12436,Italy,male,13,5,PD
12437,Italy,male,13,5,M5V
12438,Italy,female,13,5,M5V
12439,Italy,female,10,8,FRATELLI
12440,Italy,male,19,5,LEGA
12441,Italy,male,8,5,FORZA
12442,Italy,female,20,6,FORZA
12443,Italy,male,13,5,PD
12444,Italy,female,10,5,M5V
12445,Italy,male,13,3,M5V
12446,Italy,female,8,10,FRATELLI
12447,Italy,female,10,7,LEGA
12448,Italy,male,8,6,PD
12449,Italy,female,8,5,FORZA
12450,Italy,male,14,4,FRATELLI
12451,Italy,female,12,0,M5V
12452,Italy,female,13,5,M5V
12453,Italy,male,8,5,FRATELLI
12454,Italy,female,13,5,M5V
12455,Italy,female,16,6,FORZA
12456,Italy,male,16,5,M5V
12457,Italy,male,15,5,FORZA
12458,Italy,female,8,10,LEGA
12459,Italy,male,13,4,PD
12460,Italy,male,13,4,PD
12461,Italy,male,19,0,PD
12462,Italy,male,19,5,FORZA
12463,Italy,female,13,6,FORZA
12464,Italy,male,13,8,M5V
12465,Italy,male,8,7,M5V
12466,Italy,male,6,5,FORZA
12467,Italy,female,11,5,FRATELLI
12468,Italy,female,13,7,LEGA
12469,Italy,male,13,7,M5V
12470,Italy,female,13,4,M5V
12471,Italy,female,18,4,LEGA
12472,Italy,male,8,8,FORZA
12473,Italy,female,8,6,LEGA
12474,Italy,male,14,7,FORZA
12475,Italy,female,10,7,FRATELLI
12476,Italy,male,10,5,M5V
12477,Italy,male,13,10,M5V
12478,Italy,male,18,10,FORZA
12479,Italy,male,14,7,PD
12480,Italy,male,11,2,M5V
12481,Italy,female,13,6,PD
12482,Italy,male,8,3,PD
12483,Italy,female,16,2,M5V
12484,Italy,female,18,4,PD
12485,Italy,female,13,5,LEGA
12486,Italy,female,15,4,M5V
12487,Italy,male,17,7,M5V
12488,Italy,male,13,6,M5V
12489,Italy,female,13,4,M5V
12490,Italy,female,23,7,LEGA
12491,Italy,female,13,9,LEGA
12492,Italy,male,12,8,M5V
12493,Italy,male,5,4,FRATELLI
12494,Italy,female,13,4,PD
12495,Italy,female,13,9,M5V
12496,Italy,female,13,2,PD
12497,Italy,female,5,9,PD
12498,Italy,female,18,5,FORZA
12499,Italy,male,8,6,FORZA
12500,Italy,male,8,5,PD
12501,Italy,male,8,8,PD
12502,Italy,male,8,6,PD
12503,Italy,male,23,1,PD
12504,Italy,female,4,5,PD
12505,Italy,female,18,9,FRATELLI
12506,Italy,male,8,6,M5V
12507,Italy,male,18,6,M5V
12508,Italy,female,13,5,M5V
12509,Italy,male,15,3,PD
12510,Italy,female,13,2,PD
12511,Italy,male,8,7,FRATELLI
12512,Italy,male,13,6,FRATELLI
12513,Italy,female,19,4,FORZA
12514,Italy,female,13,8,M5V
12515,Italy,male,16,2,M5V
12516,Italy,female,18,1,M5V
12517,Italy,female,13,8,FRATELLI
12518,Italy,male,8,7,LEGA
12519,Italy,male,14,7,PD
12520,Italy,male,12,0,FORZA
12521,Italy,male,13,5,PD
12522,Italy,male,13,4,PD
12523,Italy,male,10,10,LEGA
12524,Italy,female,13,5,M5V
12525,Italy,male,8,7,FRATELLI
12526,Italy,male,13,8,FRATELLI
12527,Italy,male,8,7,LEGA
12528,Italy,male,15,3,PD
12529,Italy,male,13,4,M5V
12530,Italy,female,12,6,LEGA
12531,Italy,male,13,5,PD
12532,Italy,male,13,5,PD
12533,Italy,female,24,1,PD
12534,Italy,male,8,1,M5V
12535,Italy,male,13,7,FRATELLI
12536,Italy,female,16,3,M5V
12537,Italy,female,11,7,M5V
12538,Italy,female,15,2,PD
12539,Italy,male,22,5,PD
12540,Italy,male,18,10,FRATELLI
12541,Italy,female,19,2,PD
12542,Italy,male,13,6,FRATELLI
12543,Italy,female,13,6,M5V
12544,Italy,female,13,6,FORZA
12545,Italy,female,8,10,FRATELLI
12546,Italy,male,16,8,LEGA
12547,Italy,female,9,4,LEGA
12548,Italy,male,13,7,M5V
12549,Italy,male,13,4,PD
12550,Italy,male,11,7,LEGA
12551,Italy,male,11,4,FRATELLI
12552,Italy,female,13,2,M5V
12553,Italy,male,13,10,FRATELLI
12554,Italy,male,20,5,PD
12555,Italy,male,18,7,LEGA
12556,Italy,male,13,3,FRATELLI
12557,Italy,female,22,8,FORZA
12558,Italy,male,14,7,M5V
12559,Italy,female,15,3,PD
12560,Italy,female,13,6,M5V
12561,Italy,female,13,4,PD
12562,Italy,female,13,0,PD
12563,Italy,female,13,5,FORZA
12564,Italy,female,8,6,PD
12565,Italy,male,8,10,LEGA
12566,Italy,male,8,7,LEGA
12567,Italy,male,13,7,PD
12568,Italy,female,18,0,PD
12569,Italy,female,15,9,M5V
12570,Italy,female,13,7,FRATELLI
12571,Italy,female,14,6,LEGA
12572,Italy,female,13,5,LEGA
12573,Italy,female,13,3,LEGA
12574,Italy,female,16,7,M5V
12575,Italy,male,12,10,FRATELLI
12576,Italy,female,15,9,M5V
12577,Italy,male,13,5,FORZA
12578,Italy,female,21,6,FORZA
12579,Italy,female,13,3,FORZA
12580,Italy,female,13,3,PD
12581,Italy,male,15,5,PD
12582,Italy,male,13,5,M5V
12583,Italy,female,15,6,LEGA
12584,Italy,male,11,0,M5V
12585,Italy,male,8,10,FRATELLI
12586,Italy,male,13,6,M5V
12587,Italy,male,8,6,PD
12588,Italy,female,9,5,M5V
12589,Italy,female,5,4,PD
12590,Italy,male,11,5,M5V
12591,Italy,female,20,5,PD
12592,Italy,female,5,4,M5V
12593,Italy,female,12,6,PD
12594,Italy,female,13,5,PD
12595,Italy,female,19,6,FRATELLI
12596,Italy,female,13,4,FRATELLI
12597,Italy,male,14,5,PD
12598,Italy,female,13,10,PD
12599,Italy,female,11,7,PD
12600,Italy,male,14,5,M5V
12601,Italy,female,13,5,M5V
12602,Italy,male,8,9,M5V
12603,Italy,male,8,7,FRATELLI
12604,Italy,male,13,6,M5V
12605,Italy,male,14,3,M5V
12606,Italy,male,8,5,M5V
12607,Italy,female,13,5,M5V
12608,Italy,male,11,5,M5V
12609,Italy,male,17,5,FRATELLI
12610,Italy,female,6,7,PD
12611,Italy,female,15,5,FORZA
12612,Italy,female,12,5,FORZA
12613,Italy,female,13,3,M5V
12614,Italy,female,13,10,LEGA
12615,Italy,male,14,4,FRATELLI
12616,Italy,female,19,3,M5V
12617,Italy,female,8,4,M5V
12618,Italy,male,13,7,FRATELLI
12619,Italy,female,5,7,FRATELLI
12620,Italy,male,13,4,M5V
12621,Italy,female,5,6,FORZA
12622,Italy,female,18,3,PD
12623,Italy,female,13,4,M5V
12624,Italy,female,18,5,M5V
12625,Italy,male,13,3,FRATELLI
12626,Italy,female,8,10,LEGA
12627,Italy,female,16,1,PD
12628,Italy,male,20,5,FORZA
12629,Italy,female,8,3,M5V
12630,Italy,male,11,3,M5V
12631,Italy,female,16,6,FORZA
12632,Italy,male,9,4,FRATELLI
12633,Italy,female,13,5,PD
12634,Italy,female,8,5,PD
12635,Italy,male,12,4,PD
12636,Italy,male,18,5,PD
12637,Italy,male,18,5,PD
12638,Italy,male,12,8,M5V
12639,Italy,female,8,4,PD
12640,Italy,male,13,5,M5V
12641,Italy,male,14,4,PD
12642,Italy,female,13,5,M5V
12643,Italy,male,8,5,PD
12644,Italy,female,12,5,PD
12645,Italy,female,13,2,PD
12646,Italy,male,21,0,M5V
12647,Italy,female,13,3,LEGA
12648,Italy,female,20,5,M5V
12649,Italy,male,8,6,PD
12650,Italy,female,14,10,M5V
12651,Italy,female,17,3,M5V
12652,Italy,female,6,3,LEGA
12653,Italy,female,13,5,FORZA
12654,Italy,male,14,5,FRATELLI
12655,Italy,male,13,3,PD
12656,Italy,male,13,6,M5V
12657,Italy,female,13,0,PD
12658,Italy,male,13,6,PD
12659,Italy,male,5,6,FORZA
12660,Italy,female,13,5,FORZA
12661,Italy,female,8,10,M5V
12662,Italy,male,10,5,M5V
12663,Italy,male,17,3,PD
12664,Italy,female,8,5,PD
12665,Italy,female,13,4,LEGA
12666,Italy,female,8,4,LEGA
12667,Italy,male,13,7,M5V
12668,Italy,female,14,3,PD
12669,Italy,male,18,5,LEGA
12670,Italy,female,11,3,PD
12671,Italy,female,8,10,M5V
12672,Italy,male,11,10,LEGA
12673,Italy,female,13,10,LEGA
12674,Italy,female,18,7,PD
12675,Italy,male,15,8,LEGA
12676,Italy,male,9,3,PD
12677,Italy,male,11,2,PD
12678,Italy,male,12,8,M5V
12679,Italy,male,13,5,PD
12680,Italy,male,14,3,PD
12681,Italy,female,13,9,M5V
12682,Italy,female,8,5,M5V
12683,Italy,female,16,4,PD
12684,Italy,female,13,4,M5V
12685,Italy,male,19,5,FORZA
12686,Italy,male,8,6,PD
12687,Italy,female,13,7,PD
12688,Italy,male,14,5,LEGA
12689,Italy,male,5,10,PD
12690,Italy,female,13,5,M5V
12691,Italy,female,13,3,PD
12692,Italy,male,8,8,FORZA
12693,Italy,female,13,8,M5V
12694,Italy,male,13,4,M5V
12695,Italy,male,19,5,FORZA
12696,Italy,female,16,2,PD
12697,Italy,female,24,8,PD
12698,Italy,female,16,5,PD
12699,Italy,female,8,10,M5V
12700,Italy,female,8,9,M5V
12701,Italy,female,16,5,FRATELLI
12702,Italy,male,16,5,M5V
12703,Italy,male,16,10,M5V
12704,Italy,male,12,6,FORZA
12705,Italy,female,13,3,PD
12706,Italy,male,14,4,M5V
12707,Italy,male,11,5,M5V
12708,Italy,male,23,4,PD
12709,Italy,female,11,5,FRATELLI
12710,Italy,female,23,7,FRATELLI
12711,Italy,female,15,4,M5V
12712,Italy,female,13,3,PD
12713,Italy,female,13,4,PD
12714,Italy,female,6,4,PD
12715,Italy,male,12,4,PD
12716,Italy,male,8,8,PD
12717,Italy,female,13,9,M5V
12718,Italy,female,8,5,M5V
12719,Italy,male,13,4,FORZA
12720,Italy,male,19,5,FORZA
12721,Italy,male,13,5,M5V
12722,Italy,female,8,7,M5V
12723,Italy,male,13,4,M5V
12724,Italy,female,17,4,PD
12725,Italy,female,13,4,PD
12726,Italy,male,5,6,PD
12727,Italy,male,17,4,PD
12728,Italy,female,13,5,FORZA
12729,Italy,male,11,6,FRATELLI
12730,Italy,female,13,3,PD
12731,Italy,female,4,6,M5V
12732,Italy,male,8,3,LEGA
12733,Italy,female,13,8,PD
12734,Italy,female,13,4,PD
12735,Italy,female,8,4,PD
12736,Italy,male,13,10,PD
12737,Italy,male,18,3,PD
12738,Italy,female,13,4,PD
12739,Italy,female,8,7,FRATELLI
12740,Italy,male,8,5,PD
12741,Italy,female,14,4,FRATELLI
12742,Italy,male,5,5,PD
12743,Italy,female,13,5,PD
12744,Italy,female,18,8,PD
